Treasures-93,Treasures,Treasures-92,Tr85,Treasures-94,Treasures90,Treasures-91,Treasures89,Treasures83,Treasures87,Treasure86,Treasures60,Treasures81,Treasures52,Treasures59,Treasures61,Treasures73,Treasures88,Treasures4,Treasures28,Treasures54,Treasures72,Treasures76,Treasures24,Treasures38,Treasures29,Treasures31,Treasures82,Treasures62,Treasures18,Treasures84,Treasures50,Treasures74,Treasures58,Treasures80,Treasures64,Treasures75,Treasures63,Treasures78,Treasures56,Treasures47,Treasures34,Treasures48,Treasures55,Treasures7,Treasures30,Treasures71,Treasures51,Treasures65,Treasures66,Treasures5,Treasures43,Treasures77,Treasures49,Treasures70,Treasures33,Treasures68,Treasures32,Treasures35,Treasures41,Treasures22,Treasures53,Treasures57,Treasures40,Treasures69,Treasures25,Treasures 2,Treasures23,Treasures44,Treasures67,Treasures9,Treasures46,Treasures21,Treasures19,Treasures26,Treasures10,Treasures45,Treasures6,Treasures11,Treasures15,Treasures27,Treasures37,Treasures8,Treasures16,Treasures13,Treasures79,Treasures36,Treasures39,Treasures17,Treasures-3,Treasures20,Treasures42,Treasures12,Treasures14
2805,2674,2531,2392,2355,2301,2110,1996,1942,1852,1825,1694,1674,1593,1566,1514,1500,1482,1345,1253,1230,1182,1180,1174,1148,1142,1133,1132,1122,1116,1116,1109,1100,1077,1065,1056,1051,1016,1011,1009,994,979,969,968,962,942,939,937,920,917,910,893,878,873,855,852,849,846,843,819,797,787,773,771,732,695,693,684,679,665,627,621,620,605,548,532,530,526,515,510,485,483,452,428,400,383,379,378,361,359,316,300,281,199
